	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_filamentum_b1_c_filamentum_b1@contig1_68	c_filamentum_b1	c_filamentum_b1@contig1	68	87330	88757	1	C	K01220	6-phospho-beta-galactosidase [EC:3.2.1.85]								Glycosyl hydrolase family 1 [PF00232.20]	GH1 beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-xylosidase (EC 3.2.1.37); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); vicianin hydrolase (EC 3.2.1.119); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); ABA-specific beta-glucosidase (EC 3.2.1.175); DIMBOA beta-glucosidase (EC 3.2.1.182); beta-glycosidase (EC 3.2.1.-); hydroxyisourate hydrolase (EC 3.-.-.-); beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-) [GH1]	0
c_filamentum_b1_c_filamentum_b1@contig1_69	c_filamentum_b1	c_filamentum_b1@contig1	69	88771	89625	1	C	K08302	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]								Fructose-bisphosphate aldolase class-II [PF01116.22]		0
c_filamentum_b1_c_filamentum_b1@contig1_70	c_filamentum_b1	c_filamentum_b1@contig1	70	89702	90631	1	C	K00917	tagatose 6-phosphate kinase [EC:2.7.1.144]								pfkB family carbohydrate kinase [PF00294.26]; Phosphomethylpyrimidine kinase [PF08543.14]		0
c_filamentum_b1_c_filamentum_b1@contig1_71	c_filamentum_b1	c_filamentum_b1@contig1	71	91356	91793	-1	D										Globin [PF00042.24]		0
c_filamentum_b1_c_filamentum_b1@contig1_72	c_filamentum_b1	c_filamentum_b1@contig1	72	92393	92509	1	E												0
c_filamentum_b1_c_filamentum_b1@contig1_73	c_filamentum_b1	c_filamentum_b1@contig1	73	92526	93488	1	C	K07487	transposase								Transposase domain (DUF772) [PF05598.13]		0
c_filamentum_b1_c_filamentum_b1@contig1_74	c_filamentum_b1	c_filamentum_b1@contig1	74	93469	93681	-1	D										BFD-like [2Fe-2S] binding domain [PF04324.17]		0
c_filamentum_b1_c_filamentum_b1@contig1_75	c_filamentum_b1	c_filamentum_b1@contig1	75	94353	97463	1	C	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]								tRNA synthetases class I (I, L, M and V) [PF00133.24]; Domain of unknown function (DUF5915) [PF19302.1]; Anticodon-binding domain of tRNA ligase [PF08264.15]; tRNA synthetases class I (M) [PF09334.13]; tRNA synthetases class I (C) catalytic domain [PF01406.21]		0
c_filamentum_b1_c_filamentum_b1@contig1_76	c_filamentum_b1	c_filamentum_b1@contig1	76	97642	98640	1	C	K02529	LacI family transcriptional regulator								Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.23]; Periplasmic binding protein-like domain [PF13377.8]; Periplasmic binding protein domain [PF13407.8]; Bacterial regulatory proteins, lacI family [PF00356.23]		0
c_filamentum_b1_c_filamentum_b1@contig1_77	c_filamentum_b1	c_filamentum_b1@contig1	77	99090	99275	-1	E												0
c_filamentum_b1_c_filamentum_b1@contig1_78	c_filamentum_b1	c_filamentum_b1@contig1	78	99457	100032	1	C	K06373	spore maturation protein A								Nucleoside recognition [PF07670.16]		0
c_filamentum_b1_c_filamentum_b1@contig1_79	c_filamentum_b1	c_filamentum_b1@contig1	79	100051	100575	1	C	K06374	spore maturation protein B										0
c_filamentum_b1_c_filamentum_b1@contig1_80	c_filamentum_b1	c_filamentum_b1@contig1	80	100727	101167	1	C	K06209	chorismate mutase [EC:5.4.99.5]										0
c_filamentum_b1_c_filamentum_b1@contig1_81	c_filamentum_b1	c_filamentum_b1@contig1	81	101198	102454	1	C	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	MER1244736	M24B	MER1244736 - subfamily M24B unassigned peptidases () [M24.UPB]#M24B#{peptidase unit: 167-410}~source SCJ78652~	True	0.875	446.0	4.3819999999999997e-138	Metallopeptidase family M24 [PF00557.26]; Aminopeptidase P, N-terminal domain [PF05195.18]		0
c_filamentum_b1_c_filamentum_b1@contig1_82	c_filamentum_b1	c_filamentum_b1@contig1	82	102821	104536	1	C	K18218	tetracycline resistance efflux pump								Na+/H+ antiporter family [PF03553.16]		0
c_filamentum_b1_c_filamentum_b1@contig1_83	c_filamentum_b1	c_filamentum_b1@contig1	83	104932	105429	-1	D										Aromatic acid exporter family member 1 [PF06081.13]; Fusaric acid resistance protein-like [PF13515.8]; Fusaric acid resistance protein family [PF04632.14]		0
c_filamentum_b1_c_filamentum_b1@contig1_84	c_filamentum_b1	c_filamentum_b1@contig1	84	106111	108054	1	C	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]								tRNA synthetases class I (M) [PF09334.13]; Anticodon binding domain of methionyl tRNA ligase [PF19303.1]; tRNA synthetases class I (I, L, M and V) [PF00133.24]; Putative tRNA binding domain [PF01588.22]; Anticodon-binding domain of tRNA ligase [PF08264.15]; tRNA synthetases class I (C) catalytic domain [PF01406.21]		0
c_filamentum_b1_c_filamentum_b1@contig1_85	c_filamentum_b1	c_filamentum_b1@contig1	85	108214	109842	1	C	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]								tRNA synthetases class I (M) [PF09334.13]; Anticodon binding domain of methionyl tRNA ligase [PF19303.1]; tRNA synthetases class I (I, L, M and V) [PF00133.24]		0
c_filamentum_b1_c_filamentum_b1@contig1_86	c_filamentum_b1	c_filamentum_b1@contig1	86	110197	110982	1	C	K03424	TatD DNase family protein [EC:3.1.21.-]								TatD related DNase [PF01026.23]		0
c_filamentum_b1_c_filamentum_b1@contig1_87	c_filamentum_b1	c_filamentum_b1@contig1	87	111211	112260	1	C	K21688	resuscitation-promoting factor RpfB	MER0273666	M23B	MER0273666 - subfamily M23B non-peptidase homologues (Clostridium acetobutylicum) [M23.UNB]#M23B#{peptidase unit: 21-322}~source YP_004637687~	False	0.582	69.0	4.445e-11	3D domain [PF06725.13]; G5 domain [PF07501.14]; G5-linked-Ubiquitin-like domain [PF03990.16]		0
c_filamentum_b1_c_filamentum_b1@contig1_88	c_filamentum_b1	c_filamentum_b1@contig1	88	112353	112982	1	C	K05985	ribonuclease M5 [EC:3.1.26.8]								Domain of unknown function (DUF4093) [PF13331.8]; Toprim domain [PF13662.8]; Toprim domain [PF01751.24]		0
c_filamentum_b1_c_filamentum_b1@contig1_89	c_filamentum_b1	c_filamentum_b1@contig1	89	112983	113825	1	C	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]								Ribosomal RNA adenine dimethylase [PF00398.22]		0
c_filamentum_b1_c_filamentum_b1@contig1_90	c_filamentum_b1	c_filamentum_b1@contig1	90	113936	115111	1	E												0
c_filamentum_b1_c_filamentum_b1@contig1_91	c_filamentum_b1	c_filamentum_b1@contig1	91	115273	116097	1	E												0
c_filamentum_b1_c_filamentum_b1@contig1_92	c_filamentum_b1	c_filamentum_b1@contig1	92	116145	116792	-1	C	K16789	thiamine transporter								Thiamine transporter protein (Thia_YuaJ) [PF09515.12]		0
c_filamentum_b1_c_filamentum_b1@contig1_93	c_filamentum_b1	c_filamentum_b1@contig1	93	116972	117175	-1	E												0
c_filamentum_b1_c_filamentum_b1@contig1_94	c_filamentum_b1	c_filamentum_b1@contig1	94	117263	117718	-1	C	K10947	PadR family transcriptional regulator, regulatory protein PadR								Transcriptional regulator PadR-like family [PF03551.16]		0
c_filamentum_b1_c_filamentum_b1@contig1_95	c_filamentum_b1	c_filamentum_b1@contig1	95	117722	118567	-1	C	K07030	uncharacterized protein								Uncharacterised protein, DegV family COG1307 [PF02645.18]		0
c_filamentum_b1_c_filamentum_b1@contig1_96	c_filamentum_b1	c_filamentum_b1@contig1	96	118801	120909	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]								Anaerobic ribonucleoside-triphosphate reductase [PF13597.8]; ATP cone domain [PF03477.18]		0
