	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_filamentum_b2_c_filamentum_b2@contig1_39	c_filamentum_b2	c_filamentum_b2@contig1	39	56589	57365	1	C	K07124	uncharacterized protein								short chain dehydrogenase [PF00106.27]; Enoyl-(Acyl carrier protein) reductase [PF13561.8]; KR domain [PF08659.12]; NAD dependent epimerase/dehydratase family [PF01370.23]; NAD(P)H-binding [PF13460.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_40	c_filamentum_b2	c_filamentum_b2@contig1	40	57933	58982	1	C	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	MER0439498	C26	MER0439498 - family C26 unassigned peptidases (Clostridium sp. 7_2_43FAA) [C26.UPW]#C26#{peptidase unit: 5-345}~source ZP_05132476~	True	0.866	614.0	9.564e-198	Carbamoyl-phosphate synthase small chain, CPSase domain [PF00988.24]; Glutamine amidotransferase class-I [PF00117.30]; Peptidase C26 [PF07722.15]		0
c_filamentum_b2_c_filamentum_b2@contig1_41	c_filamentum_b2	c_filamentum_b2@contig1	41	58997	62203	1	C	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.19]; Carbamoyl-phosphate synthetase large chain, oligomerisation domain [PF02787.21]; MGS-like domain [PF02142.24]; ATP-grasp domain [PF02655.16]; D-ala D-ala ligase C-terminus [PF07478.15]; ATP-grasp domain [PF13535.8]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.8]; ATP-grasp domain [PF02222.24]; RimK-like ATP-grasp domain [PF08443.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_42	c_filamentum_b2	c_filamentum_b2@contig1	42	62261	62929	-1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_43	c_filamentum_b2	c_filamentum_b2@contig1	43	63712	64473	1	C	K01776	glutamate racemase [EC:5.1.1.3]								Asp/Glu/Hydantoin racemase [PF01177.24]		0
c_filamentum_b2_c_filamentum_b2@contig1_44	c_filamentum_b2	c_filamentum_b2@contig1	44	64684	65208	1	C	K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]								Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.23]		0
c_filamentum_b2_c_filamentum_b2@contig1_45	c_filamentum_b2	c_filamentum_b2@contig1	45	65370	65744	1	D										Domain of unknown function (DUF3783) [PF12646.9]		0
c_filamentum_b2_c_filamentum_b2@contig1_46	c_filamentum_b2	c_filamentum_b2@contig1	46	65737	66411	1	D										Helix-turn-helix domain [PF12844.9]; Helix-turn-helix [PF01381.24]		0
c_filamentum_b2_c_filamentum_b2@contig1_47	c_filamentum_b2	c_filamentum_b2@contig1	47	66651	70214	1	D			MER0977101	S08A	MER0977101 - subfamily S8A unassigned peptidases (Clostridium sp. CAG:265) [S08.UPA]#S08A#{peptidase unit: 657-1155}~source R6LI85~	True	0.813	834.0	5.405e-259	Subtilase family [PF00082.24]; Csp protease B prodomain [PF18425.3]		0
c_filamentum_b2_c_filamentum_b2@contig1_48	c_filamentum_b2	c_filamentum_b2@contig1	48	70279	71610	1	D										Putative peptidoglycan binding domain [PF01471.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_49	c_filamentum_b2	c_filamentum_b2@contig1	49	71682	72743	-1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_50	c_filamentum_b2	c_filamentum_b2@contig1	50	72877	73959	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_51	c_filamentum_b2	c_filamentum_b2@contig1	51	74077	75000	1	C	K07139	uncharacterized protein								Radical_SAM C-terminal domain [PF16199.7]; Radical SAM superfamily [PF04055.23]		0
c_filamentum_b2_c_filamentum_b2@contig1_52	c_filamentum_b2	c_filamentum_b2@contig1	52	75104	75649	1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily								Sigma-70, region 4 [PF08281.14]; Sigma-70 region 2 [PF04542.16]; Sigma-70, region 4 [PF04545.18]; ECF sigma factor [PF07638.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_53	c_filamentum_b2	c_filamentum_b2@contig1	53	75642	76358	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_54	c_filamentum_b2	c_filamentum_b2@contig1	54	76418	77593	-1	C	K06969	23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]								S-adenosylmethionine-dependent methyltransferase [PF10672.11]; PUA-like domain [PF17785.3]; Met-10+ like-protein [PF02475.18]; tRNA (Uracil-5-)-methyltransferase [PF05958.13]; Conserved hypothetical protein 95 [PF03602.17]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.15]; Methyltransferase small domain [PF05175.16]; RNA cap guanine-N2 methyltransferase [PF09445.12]; N-6 DNA Methylase [PF02384.18]; N2,N2-dimethylguanosine tRNA methyltransferase [PF02005.18]		0
c_filamentum_b2_c_filamentum_b2@contig1_55	c_filamentum_b2	c_filamentum_b2@contig1	55	78369	78788	1	D										ABC transporter [PF00005.29]		0
c_filamentum_b2_c_filamentum_b2@contig1_56	c_filamentum_b2	c_filamentum_b2@contig1	56	78790	78933	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_57	c_filamentum_b2	c_filamentum_b2@contig1	57	78987	79238	1	C	K07461	putative endonuclease								GIY-YIG catalytic domain [PF01541.26]		0
c_filamentum_b2_c_filamentum_b2@contig1_58	c_filamentum_b2	c_filamentum_b2@contig1	58	79340	79456	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_59	c_filamentum_b2	c_filamentum_b2@contig1	59	79775	79894	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_60	c_filamentum_b2	c_filamentum_b2@contig1	60	79944	80048	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_61	c_filamentum_b2	c_filamentum_b2@contig1	61	80350	81138	-1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_62	c_filamentum_b2	c_filamentum_b2@contig1	62	81328	82887	-1	C	K01224	arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]								Glycosyl hydrolase family 53 [PF07745.15]; Ricin-type beta-trefoil lectin domain-like [PF14200.8]	CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis. [CBM13]; GH53 endo-beta-1,4-galactanase (EC 3.2.1.89). [GH53]; GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146); beta-galactosylceramidase (EC 3.2.1.46); ; beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-); alpha-L-arabinofuranosidase (EC 3.2.1.55) [GH5]	0
c_filamentum_b2_c_filamentum_b2@contig1_63	c_filamentum_b2	c_filamentum_b2@contig1	63	83349	84116	1	C	K02530	DeoR family transcriptional regulator, lactose phosphotransferase system repressor								DeoR C terminal sensor domain [PF00455.24]; DeoR-like helix-turn-helix domain [PF08220.14]		0
c_filamentum_b2_c_filamentum_b2@contig1_64	c_filamentum_b2	c_filamentum_b2@contig1	64	84119	84544	1	C	K01819	galactose-6-phosphate isomerase [EC:5.3.1.26]								Ribose/Galactose Isomerase [PF02502.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_65	c_filamentum_b2	c_filamentum_b2@contig1	65	84556	85074	1	D										Ribose/Galactose Isomerase [PF02502.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_66	c_filamentum_b2	c_filamentum_b2@contig1	66	85114	85428	1	C	K02786	lactose PTS system EIIA component [EC:2.7.1.207]								PTS system, Lactose/Cellobiose specific IIA subunit [PF02255.18]		0
c_filamentum_b2_c_filamentum_b2@contig1_67	c_filamentum_b2	c_filamentum_b2@contig1	67	85477	87153	1	C	K02788	lactose PTS system EIICB component [EC:2.7.1.207]								Phosphotransferase system, EIIC [PF02378.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_68	c_filamentum_b2	c_filamentum_b2@contig1	68	87207	88634	1	C	K01220	6-phospho-beta-galactosidase [EC:3.2.1.85]								Glycosyl hydrolase family 1 [PF00232.20]	GH1 beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-xylosidase (EC 3.2.1.37); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); vicianin hydrolase (EC 3.2.1.119); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); ABA-specific beta-glucosidase (EC 3.2.1.175); DIMBOA beta-glucosidase (EC 3.2.1.182); beta-glycosidase (EC 3.2.1.-); hydroxyisourate hydrolase (EC 3.-.-.-); beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-) [GH1]	0
c_filamentum_b2_c_filamentum_b2@contig1_69	c_filamentum_b2	c_filamentum_b2@contig1	69	88648	89502	1	C	K08302	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]								Fructose-bisphosphate aldolase class-II [PF01116.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_70	c_filamentum_b2	c_filamentum_b2@contig1	70	89579	90508	1	C	K00917	tagatose 6-phosphate kinase [EC:2.7.1.144]								pfkB family carbohydrate kinase [PF00294.26]; Phosphomethylpyrimidine kinase [PF08543.14]		0
c_filamentum_b2_c_filamentum_b2@contig1_71	c_filamentum_b2	c_filamentum_b2@contig1	71	91233	91670	-1	D										Globin [PF00042.24]		0
c_filamentum_b2_c_filamentum_b2@contig1_72	c_filamentum_b2	c_filamentum_b2@contig1	72	92270	92386	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_73	c_filamentum_b2	c_filamentum_b2@contig1	73	92403	93365	1	C	K07487	transposase								Transposase domain (DUF772) [PF05598.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_74	c_filamentum_b2	c_filamentum_b2@contig1	74	93346	93558	-1	D										BFD-like [2Fe-2S] binding domain [PF04324.17]		0
c_filamentum_b2_c_filamentum_b2@contig1_75	c_filamentum_b2	c_filamentum_b2@contig1	75	94230	97340	1	C	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]								tRNA synthetases class I (I, L, M and V) [PF00133.24]; Domain of unknown function (DUF5915) [PF19302.1]; Anticodon-binding domain of tRNA ligase [PF08264.15]; tRNA synthetases class I (M) [PF09334.13]; tRNA synthetases class I (C) catalytic domain [PF01406.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_76	c_filamentum_b2	c_filamentum_b2@contig1	76	97519	98517	1	C	K02529	LacI family transcriptional regulator								Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.23]; Periplasmic binding protein-like domain [PF13377.8]; Periplasmic binding protein domain [PF13407.8]; Bacterial regulatory proteins, lacI family [PF00356.23]		0
c_filamentum_b2_c_filamentum_b2@contig1_77	c_filamentum_b2	c_filamentum_b2@contig1	77	98967	99152	-1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_78	c_filamentum_b2	c_filamentum_b2@contig1	78	99334	99909	1	C	K06373	spore maturation protein A								Nucleoside recognition [PF07670.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_79	c_filamentum_b2	c_filamentum_b2@contig1	79	99928	100452	1	C	K06374	spore maturation protein B										0
c_filamentum_b2_c_filamentum_b2@contig1_80	c_filamentum_b2	c_filamentum_b2@contig1	80	100604	101044	1	C	K06209	chorismate mutase [EC:5.4.99.5]										0
c_filamentum_b2_c_filamentum_b2@contig1_81	c_filamentum_b2	c_filamentum_b2@contig1	81	101075	102331	1	C	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	MER1244736	M24B	MER1244736 - subfamily M24B unassigned peptidases () [M24.UPB]#M24B#{peptidase unit: 167-410}~source SCJ78652~	True	0.875	446.0	4.3819999999999997e-138	Metallopeptidase family M24 [PF00557.26]; Aminopeptidase P, N-terminal domain [PF05195.18]		0
c_filamentum_b2_c_filamentum_b2@contig1_82	c_filamentum_b2	c_filamentum_b2@contig1	82	102698	104413	1	C	K18218	tetracycline resistance efflux pump								Na+/H+ antiporter family [PF03553.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_83	c_filamentum_b2	c_filamentum_b2@contig1	83	104809	105306	-1	D										Aromatic acid exporter family member 1 [PF06081.13]; Fusaric acid resistance protein-like [PF13515.8]; Fusaric acid resistance protein family [PF04632.14]		0
c_filamentum_b2_c_filamentum_b2@contig1_84	c_filamentum_b2	c_filamentum_b2@contig1	84	105988	107931	1	C	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]								tRNA synthetases class I (M) [PF09334.13]; Anticodon binding domain of methionyl tRNA ligase [PF19303.1]; tRNA synthetases class I (I, L, M and V) [PF00133.24]; Putative tRNA binding domain [PF01588.22]; Anticodon-binding domain of tRNA ligase [PF08264.15]; tRNA synthetases class I (C) catalytic domain [PF01406.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_85	c_filamentum_b2	c_filamentum_b2@contig1	85	108091	109719	1	C	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]								tRNA synthetases class I (M) [PF09334.13]; Anticodon binding domain of methionyl tRNA ligase [PF19303.1]; tRNA synthetases class I (I, L, M and V) [PF00133.24]		0
c_filamentum_b2_c_filamentum_b2@contig1_86	c_filamentum_b2	c_filamentum_b2@contig1	86	110074	110859	1	C	K03424	TatD DNase family protein [EC:3.1.21.-]								TatD related DNase [PF01026.23]		0
c_filamentum_b2_c_filamentum_b2@contig1_87	c_filamentum_b2	c_filamentum_b2@contig1	87	111088	112137	1	C	K21688	resuscitation-promoting factor RpfB	MER0273666	M23B	MER0273666 - subfamily M23B non-peptidase homologues (Clostridium acetobutylicum) [M23.UNB]#M23B#{peptidase unit: 21-322}~source YP_004637687~	False	0.582	69.0	4.445e-11	3D domain [PF06725.13]; G5 domain [PF07501.14]; G5-linked-Ubiquitin-like domain [PF03990.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_88	c_filamentum_b2	c_filamentum_b2@contig1	88	112230	112859	1	C	K05985	ribonuclease M5 [EC:3.1.26.8]								Domain of unknown function (DUF4093) [PF13331.8]; Toprim domain [PF13662.8]; Toprim domain [PF01751.24]		0
c_filamentum_b2_c_filamentum_b2@contig1_89	c_filamentum_b2	c_filamentum_b2@contig1	89	112860	113702	1	C	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]								Ribosomal RNA adenine dimethylase [PF00398.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_90	c_filamentum_b2	c_filamentum_b2@contig1	90	113813	114988	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_91	c_filamentum_b2	c_filamentum_b2@contig1	91	115150	115974	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_92	c_filamentum_b2	c_filamentum_b2@contig1	92	116022	116669	-1	C	K16789	thiamine transporter								Thiamine transporter protein (Thia_YuaJ) [PF09515.12]		0
c_filamentum_b2_c_filamentum_b2@contig1_93	c_filamentum_b2	c_filamentum_b2@contig1	93	116849	117052	-1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_94	c_filamentum_b2	c_filamentum_b2@contig1	94	117140	117595	-1	C	K10947	PadR family transcriptional regulator, regulatory protein PadR								Transcriptional regulator PadR-like family [PF03551.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_95	c_filamentum_b2	c_filamentum_b2@contig1	95	117599	118444	-1	C	K07030	uncharacterized protein								Uncharacterised protein, DegV family COG1307 [PF02645.18]		0
c_filamentum_b2_c_filamentum_b2@contig1_96	c_filamentum_b2	c_filamentum_b2@contig1	96	118678	120786	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]								Anaerobic ribonucleoside-triphosphate reductase [PF13597.8]; ATP cone domain [PF03477.18]		0
